incidD,state,date,USPS,Gold_Standard
40,Nevada,8/13/2022,NV,0
40,New Hampshire,5/23/2020,NH,0
40,New Hampshire,12/5/2020,NH,0
40,New Hampshire,12/11/2021,NH,0
40,New Hampshire,2/19/2022,NH,0
40,New Jersey,9/12/2020,NJ,0
40,New Jersey,4/23/2022,NJ,0
40,New Mexico,4/25/2020,NM,0
40,North Carolina,7/23/2022,NC,0
40,Ohio,5/21/2022,OH,0
40,Oklahoma,5/22/2021,OK,0
40,Oklahoma,10/15/2022,OK,0
40,Oregon,11/7/2020,OR,0
40,Oregon,3/20/2021,OR,0
40,Puerto Rico,11/7/2020,PR,0
40,South Carolina,4/11/2020,SC,0
40,South Dakota,12/11/2021,SD,0
40,Texas,6/4/2022,TX,0
40,Wisconsin,9/5/2020,WI,0
40,Wyoming,11/14/2020,WY,0
39,Alabama,4/4/2020,AL,0
39,Alabama,7/24/2021,AL,0
39,Alabama,4/23/2022,AL,0
39,Arizona,4/4/2020,AZ,0
39,Arizona,6/11/2022,AZ,0
39,Colorado,2/13/2021,CO,0
39,Colorado,7/17/2021,CO,0
39,Colorado,5/28/2022,CO,0
39,Connecticut,10/31/2020,CT,0
39,Connecticut,4/3/2021,CT,0
39,Connecticut,4/10/2021,CT,0
39,Connecticut,5/22/2021,CT,0
39,District of Columbia,1/30/2021,DC,0
39,Idaho,12/18/2021,ID,0
39,Indiana,7/31/2021,IN,0
39,Indiana,10/8/2022,IN,0
39,Iowa,9/4/2021,IA,0
39,Kansas,3/13/2021,KS,0
39,Louisiana,6/5/2021,LA,0
39,Louisiana,6/19/2021,LA,0
39,Maine,1/2/2021,ME,0
39,Maine,5/7/2022,ME,0
39,Maryland,3/26/2022,MD,0
39,Maryland,8/6/2022,MD,0
39,Mississippi,11/13/2021,MS,0
39,Mississippi,12/25/2021,MS,0
39,Missouri,7/11/2020,MO,0
39,Montana,2/5/2022,MT,0
39,Nevada,10/10/2020,NV,0
39,Nevada,4/3/2021,NV,0
39,Nevada,6/11/2022,NV,0
39,Nevada,6/25/2022,NV,0
39,New Hampshire,12/25/2021,NH,0
39,New Jersey,9/26/2020,NJ,0
39,New Jersey,4/16/2022,NJ,0
39,New Jersey,10/8/2022,NJ,0
39,New Jersey,10/22/2022,NJ,0
39,New Mexico,6/13/2020,NM,0
39,New Mexico,3/20/2021,NM,0
39,North Carolina,4/9/2022,NC,0
39,North Dakota,12/4/2021,ND,0
39,Ohio,4/30/2022,OH,0
39,Oklahoma,9/17/2022,OK,0
39,Oregon,8/1/2020,OR,0
39,Puerto Rico,10/3/2020,PR,0
39,South Carolina,4/18/2020,SC,0
39,Tennessee,4/4/2020,TN,0
39,Tennessee,4/23/2022,TN,0
39,Texas,5/28/2022,TX,0
39,Utah,12/11/2021,UT,0
39,Washington,7/24/2021,WA,0
39,West Virginia,6/25/2022,WV,0
39,Wisconsin,4/10/2021,WI,0
39,Wisconsin,7/2/2022,WI,0
39,Wyoming,11/28/2020,WY,0
39,Wyoming,9/18/2021,WY,0
39,Wyoming,10/16/2021,WY,0
38,Arizona,4/11/2020,AZ,0
38,Connecticut,9/18/2021,CT,0
38,Connecticut,9/25/2021,CT,0
38,District of Columbia,2/6/2021,DC,0
38,Hawaii,9/11/2021,HI,0
38,Idaho,8/8/2020,ID,0
38,Idaho,8/21/2021,ID,0
38,Indiana,4/23/2022,IN,0
38,Indiana,4/30/2022,IN,0
38,Indiana,10/1/2022,IN,0
38,Iowa,4/25/2020,IA,0
38,Kansas,10/16/2021,KS,0
38,Kentucky,6/6/2020,KY,0
38,Kentucky,8/15/2020,KY,0
38,Kentucky,7/9/2022,KY,0
38,Maine,9/10/2022,ME,0
38,Maryland,9/12/2020,MD,0
38,Maryland,5/28/2022,MD,0
38,Minnesota,8/28/2021,MN,0
38,Minnesota,4/23/2022,MN,0
38,Minnesota,5/21/2022,MN,0
38,Minnesota,9/10/2022,MN,0
38,Minnesota,10/1/2022,MN,0
38,Missouri,6/4/2022,MO,0
38,Montana,2/19/2022,MT,0
38,Nebraska,1/30/2021,NE,0
38,Nebraska,8/6/2022,NE,0
38,Nevada,10/3/2020,NV,0
38,Nevada,7/17/2021,NV,0
38,New Hampshire,11/20/2021,NH,0
38,New Hampshire,2/5/2022,NH,0
38,New Jersey,3/28/2020,NJ,0
38,New Jersey,10/10/2020,NJ,0
38,New Jersey,7/3/2021,NJ,0
38,New Mexico,7/25/2020,NM,0
38,North Dakota,10/16/2021,ND,0
38,North Dakota,10/23/2021,ND,0
38,Ohio,6/26/2021,OH,0
38,Oklahoma,5/21/2022,OK,0
38,Oregon,8/29/2020,OR,0
38,Oregon,6/12/2021,OR,0
38,Pennsylvania,7/10/2021,PA,0
38,Puerto Rico,9/10/2022,PR,0
38,Puerto Rico,9/17/2022,PR,0
38,Rhode Island,11/28/2020,RI,0
38,South Dakota,10/10/2020,SD,0
38,Utah,11/14/2020,UT,0
38,Utah,10/23/2021,UT,0
38,Washington,7/3/2021,WA,0
38,West Virginia,4/3/2021,WV,0
38,Wisconsin,6/20/2020,WI,0
38,Wisconsin,7/3/2021,WI,0
37,Alabama,1/1/2022,AL,0
37,Colorado,3/28/2020,CO,0
37,Connecticut,8/6/2022,CT,0
37,Idaho,8/22/2020,ID,0
37,Idaho,2/13/2021,ID,0
37,Indiana,6/11/2022,IN,0
37,Iowa,7/25/2020,IA,0
37,Kentucky,7/11/2020,KY,0
37,Kentucky,6/4/2022,KY,0
37,Maine,1/23/2021,ME,0
37,Maine,3/19/2022,ME,0
37,Maryland,5/7/2022,MD,0
37,Maryland,10/22/2022,MD,0
37,Massachusetts,3/28/2020,MA,0
37,Michigan,7/25/2020,MI,0
37,Minnesota,7/23/2022,MN,0
37,Mississippi,7/24/2021,MS,0
37,Mississippi,8/27/2022,MS,0
37,Nebraska,3/27/2021,NE,0
37,Nebraska,10/30/2021,NE,0
37,Nebraska,6/11/2022,NE,0
37,Nebraska,8/20/2022,NE,0
37,New Mexico,9/24/2022,NM,0
37,North Carolina,8/20/2022,NC,0
37,North Dakota,11/20/2021,ND,0
37,North Dakota,2/5/2022,ND,0
37,Oklahoma,4/18/2020,OK,0
37,Oklahoma,7/24/2021,OK,0
37,Puerto Rico,9/26/2020,PR,0
37,Puerto Rico,5/22/2021,PR,0
37,Puerto Rico,6/11/2022,PR,0
37,South Dakota,12/4/2021,SD,0
37,South Dakota,1/29/2022,SD,0
37,Texas,3/28/2020,TX,0
37,Utah,11/27/2021,UT,0
37,West Virginia,4/2/2022,WV,0
37,Wisconsin,8/22/2020,WI,0
37,Wisconsin,3/27/2021,WI,0
37,Wyoming,9/25/2021,WY,0
36,Alabama,6/19/2021,AL,0
36,Alabama,7/16/2022,AL,0
36,Arizona,10/8/2022,AZ,0
36,Arkansas,7/18/2020,AR,0
36,Arkansas,7/10/2021,AR,0
36,Arkansas,8/20/2022,AR,0
36,Colorado,8/29/2020,CO,0
36,Colorado,2/27/2021,CO,0
36,Colorado,3/13/2021,CO,0
36,Connecticut,9/4/2021,CT,0
36,Hawaii,10/9/2021,HI,0
36,Hawaii,2/12/2022,HI,0
36,Idaho,1/15/2022,ID,0
36,Kentucky,8/7/2021,KY,0
36,Louisiana,10/8/2022,LA,0
36,Maine,6/4/2022,ME,0
36,Maryland,8/14/2021,MD,0
36,Maryland,7/9/2022,MD,0
36,Maryland,7/16/2022,MD,0
36,Michigan,8/7/2021,MI,0
36,Minnesota,3/20/2021,MN,0
36,Minnesota,6/4/2022,MN,0
36,Minnesota,8/27/2022,MN,0
36,Missouri,4/4/2020,MO,0
36,Missouri,7/4/2020,MO,0
36,Montana,2/12/2022,MT,0
36,Nebraska,2/13/2021,NE,0
36,Nevada,4/4/2020,NV,0
36,Nevada,5/23/2020,NV,0
36,Nevada,10/24/2020,NV,0
36,Nevada,8/6/2022,NV,0
36,New Jersey,9/19/2020,NJ,0
36,New Jersey,9/10/2022,NJ,0
36,New Mexico,10/24/2020,NM,0
36,New Mexico,3/27/2021,NM,0
36,New Mexico,8/6/2022,NM,0
36,Oklahoma,7/30/2022,OK,0
36,Oklahoma,8/13/2022,OK,0
36,Oregon,10/31/2020,OR,0
36,Puerto Rico,9/5/2020,PR,0
36,Puerto Rico,10/2/2021,PR,0
36,Puerto Rico,8/6/2022,PR,0
36,South Carolina,4/23/2022,SC,0
36,South Carolina,9/10/2022,SC,0
36,South Dakota,1/8/2022,SD,0
36,South Dakota,1/15/2022,SD,0
36,Tennessee,5/7/2022,TN,0
36,Utah,10/30/2021,UT,0
36,Virginia,5/28/2022,VA,0
36,Washington,6/20/2020,WA,0
36,Washington,9/12/2020,WA,0
36,West Virginia,6/12/2021,WV,0
36,Wisconsin,5/22/2021,WI,0
36,Wisconsin,6/19/2021,WI,0
36,Wisconsin,5/14/2022,WI,0
35,Arkansas,6/27/2020,AR,0
35,Arkansas,6/25/2022,AR,0
35,California,10/29/2022,CA,0
35,Colorado,9/26/2020,CO,0
35,Colorado,3/5/2022,CO,0
35,Connecticut,10/24/2020,CT,0
35,Connecticut,3/27/2021,CT,0
35,Connecticut,5/15/2021,CT,0
35,Delaware,10/16/2021,DE,0
35,District of Columbia,5/30/2020,DC,0
35,Iowa,4/10/2021,IA,0
35,Iowa,4/23/2022,IA,0
35,Iowa,8/6/2022,IA,0
35,Kansas,4/25/2020,KS,0
35,Kentucky,8/8/2020,KY,0
35,Louisiana,10/15/2022,LA,0
35,Maine,12/5/2020,ME,0
35,Maine,12/19/2020,ME,0
35,Massachusetts,6/5/2021,MA,0
35,Massachusetts,8/21/2021,MA,0
35,Minnesota,8/1/2020,MN,0
35,Minnesota,8/14/2021,MN,0
35,Mississippi,12/4/2021,MS,0
35,Missouri,5/7/2022,MO,0
35,Montana,1/16/2021,MT,0
35,Montana,10/8/2022,MT,0
35,Nebraska,10/1/2022,NE,0
35,Nevada,7/9/2022,NV,0
35,New Hampshire,6/13/2020,NH,0
35,New Jersey,10/17/2020,NJ,0
35,New Jersey,7/17/2021,NJ,0
35,New Jersey,4/2/2022,NJ,0
35,New Mexico,6/20/2020,NM,0
35,New Mexico,8/20/2022,NM,0
35,North Dakota,9/26/2020,ND,0
35,Oregon,6/11/2022,OR,0
35,Oregon,6/18/2022,OR,0
35,Oregon,7/2/2022,OR,0
35,South Carolina,5/22/2021,SC,0
35,South Dakota,12/18/2021,SD,0
35,Tennessee,5/23/2020,TN,0
35,Tennessee,5/30/2020,TN,0
35,Tennessee,7/17/2021,TN,0
35,West Virginia,10/31/2020,WV,0
35,West Virginia,7/30/2022,WV,0
35,Wisconsin,6/27/2020,WI,0
35,Wisconsin,9/19/2020,WI,0
34,Alabama,5/29/2021,AL,0
34,Alabama,5/7/2022,AL,0
34,Alaska,1/29/2022,AK,0
34,Colorado,10/3/2020,CO,0
34,Colorado,7/23/2022,CO,0
34,Connecticut,12/18/2021,CT,0
34,District of Columbia,1/16/2021,DC,0
34,Florida,3/28/2020,FL,0
34,Idaho,8/15/2020,ID,0
34,Iowa,5/22/2021,IA,0
34,Iowa,9/3/2022,IA,0
34,Kansas,5/8/2021,KS,0
34,Kansas,3/12/2022,KS,0
34,Kentucky,7/17/2021,KY,0
34,Louisiana,6/12/2021,LA,0
34,Louisiana,7/3/2021,LA,0
34,Louisiana,4/9/2022,LA,0
34,Louisiana,9/3/2022,LA,0
34,Maryland,10/10/2020,MD,0
34,Maryland,6/4/2022,MD,0
34,Minnesota,4/16/2022,MN,0
34,Minnesota,7/9/2022,MN,0
34,Mississippi,8/20/2022,MS,0
34,Missouri,4/30/2022,MO,0
34,Nebraska,9/25/2021,NE,0
34,Nevada,5/30/2020,NV,0
34,Nevada,10/31/2020,NV,0
34,Nevada,5/29/2021,NV,0
34,New Jersey,7/24/2021,NJ,0
34,New Mexico,4/18/2020,NM,0
34,North Carolina,7/3/2021,NC,0
34,North Carolina,10/15/2022,NC,0
34,Ohio,7/3/2021,OH,0
34,Oklahoma,5/14/2022,OK,0
34,Oregon,10/24/2020,OR,0
34,Oregon,4/23/2022,OR,0
34,South Carolina,10/1/2022,SC,0
34,South Dakota,2/13/2021,SD,0
34,Utah,8/28/2021,UT,0
34,Utah,9/11/2021,UT,0
34,Utah,11/13/2021,UT,0
34,Virginia,7/10/2021,VA,0
34,Virginia,5/14/2022,VA,0
34,Virginia,10/29/2022,VA,0
34,West Virginia,8/29/2020,WV,0
34,West Virginia,8/27/2022,WV,0
34,West Virginia,10/1/2022,WV,0
34,West Virginia,10/8/2022,WV,0
34,Wisconsin,8/13/2022,WI,0
34,Wisconsin,8/27/2022,WI,0
33,Alabama,6/25/2022,AL,0
33,Arizona,6/4/2022,AZ,0
33,Arkansas,7/11/2020,AR,0
33,Colorado,7/25/2020,CO,0
33,Colorado,7/3/2021,CO,0
33,Colorado,5/14/2022,CO,0
33,Colorado,9/24/2022,CO,0
33,Delaware,4/2/2022,DE,0
33,Idaho,2/27/2021,ID,0
33,Kentucky,4/11/2020,KY,0
33,Maine,12/4/2021,ME,0
33,Maine,12/25/2021,ME,0
33,Maryland,10/3/2020,MD,0
33,Maryland,6/19/2021,MD,0
33,Maryland,5/14/2022,MD,0
33,Massachusetts,9/19/2020,MA,0
33,Massachusetts,4/16/2022,MA,0
33,Massachusetts,7/16/2022,MA,0
33,Michigan,7/24/2021,MI,0
33,Minnesota,7/25/2020,MN,0
33,Minnesota,6/19/2021,MN,0
33,Mississippi,11/27/2021,MS,0
33,Mississippi,10/1/2022,MS,0
33,Montana,3/5/2022,MT,0
33,Nebraska,9/10/2022,NE,0
33,Nevada,4/17/2021,NV,0
33,Nevada,5/8/2021,NV,0
33,Nevada,5/15/2021,NV,0
33,Nevada,7/2/2022,NV,0
33,New Jersey,10/15/2022,NJ,0
33,New Mexico,8/28/2021,NM,0
33,North Dakota,12/26/2020,ND,0
33,North Dakota,12/11/2021,ND,0
33,Ohio,7/17/2021,OH,0
33,Ohio,10/8/2022,OH,0
33,Oregon,5/22/2021,OR,0
33,Oregon,7/9/2022,OR,0
33,Pennsylvania,7/24/2021,PA,0
33,Puerto Rico,10/17/2020,PR,0
33,Puerto Rico,10/24/2020,PR,0
33,Rhode Island,11/21/2020,RI,0
33,South Carolina,6/5/2021,SC,0
33,Utah,8/21/2021,UT,0
33,Virginia,7/17/2021,VA,0
33,West Virginia,4/30/2022,WV,0
33,West Virginia,7/16/2022,WV,0
33,Wisconsin,6/25/2022,WI,0
33,Wyoming,1/16/2021,WY,0
32,Alabama,10/15/2022,AL,0
32,Alaska,12/12/2020,AK,0
32,Arkansas,5/15/2021,AR,0
32,Arkansas,9/17/2022,AR,0
32,Colorado,7/4/2020,CO,0
32,Colorado,5/21/2022,CO,0
32,Connecticut,6/4/2022,CT,0
32,Delaware,10/23/2021,DE,0
32,District of Columbia,12/26/2020,DC,0
32,District of Columbia,2/13/2021,DC,0
32,Idaho,3/13/2021,ID,0
32,Idaho,3/12/2022,ID,0
32,Idaho,3/26/2022,ID,0
32,Iowa,8/13/2022,IA,0
32,Iowa,8/20/2022,IA,0
32,Kansas,5/9/2020,KS,0
32,Louisiana,6/26/2021,LA,0
32,Louisiana,1/1/2022,LA,0
32,Maine,11/27/2021,ME,0
32,Maryland,10/8/2022,MD,0
32,Minnesota,7/11/2020,MN,0
32,Minnesota,7/3/2021,MN,0
32,Mississippi,9/17/2022,MS,0
32,Montana,6/11/2022,MT,0
32,Nebraska,1/23/2021,NE,0
32,Nebraska,4/10/2021,NE,0
32,Nevada,6/18/2022,NV,0
32,Nevada,7/30/2022,NV,0
32,New Jersey,10/3/2020,NJ,0
32,New Mexico,8/22/2020,NM,0
32,New Mexico,4/23/2022,NM,0
32,New Mexico,9/17/2022,NM,0
32,New York,7/17/2021,NY,0
32,New York,7/24/2021,NY,0
32,North Dakota,12/18/2021,ND,0
32,Ohio,5/7/2022,OH,0
32,Ohio,5/14/2022,OH,0
32,Oklahoma,5/9/2020,OK,0
32,Oregon,5/14/2022,OR,0
32,Pennsylvania,3/28/2020,PA,0
32,Rhode Island,9/26/2020,RI,0
32,South Dakota,2/6/2021,SD,0
32,South Dakota,11/6/2021,SD,0
32,Tennessee,4/25/2020,TN,0
32,Tennessee,5/2/2020,TN,0
32,Texas,10/29/2022,TX,0
32,Utah,3/6/2021,UT,0
32,Utah,9/18/2021,UT,0
32,West Virginia,9/5/2020,WV,0
32,West Virginia,8/21/2021,WV,0
32,Wisconsin,7/18/2020,WI,0
32,Wyoming,11/21/2020,WY,0
31,Alaska,11/20/2021,AK,0
31,Arkansas,4/17/2021,AR,0
31,Arkansas,4/16/2022,AR,0
31,Colorado,9/10/2022,CO,0
31,Colorado,9/17/2022,CO,0
31,Connecticut,7/16/2022,CT,0
31,Idaho,3/20/2021,ID,0
31,Idaho,12/25/2021,ID,0
31,Illinois,10/29/2022,IL,0
31,Iowa,6/20/2020,IA,0
31,Iowa,5/8/2021,IA,0
31,Iowa,6/12/2021,IA,0
31,Kansas,12/25/2021,KS,0
31,Kentucky,7/3/2021,KY,0
31,Maine,12/12/2020,ME,0
31,Maine,9/25/2021,ME,0
31,Maine,12/11/2021,ME,0
31,Maryland,4/2/2022,MD,0
31,Massachusetts,8/29/2020,MA,0
31,Massachusetts,7/31/2021,MA,0
31,Minnesota,8/21/2021,MN,0
31,Minnesota,6/18/2022,MN,0
31,Minnesota,8/20/2022,MN,0
31,Mississippi,7/30/2022,MS,0
31,Missouri,6/6/2020,MO,0
31,Missouri,6/19/2021,MO,0
31,Missouri,9/24/2022,MO,0
31,Montana,10/17/2020,MT,0
31,Nebraska,9/12/2020,NE,0
31,New Hampshire,2/13/2021,NH,0
31,New Jersey,7/31/2021,NJ,0
31,New Mexico,9/5/2020,NM,0
31,North Carolina,4/23/2022,NC,0
31,North Carolina,9/10/2022,NC,0
31,Oklahoma,7/31/2021,OK,0
31,Oregon,8/15/2020,OR,0
31,Oregon,10/15/2022,OR,0
31,South Carolina,4/30/2022,SC,0
31,Tennessee,6/26/2021,TN,0
31,Utah,8/1/2020,UT,0
31,Utah,2/13/2021,UT,0
31,Utah,2/26/2022,UT,0
31,West Virginia,8/20/2022,WV,0
31,Wisconsin,5/21/2022,WI,0
30,Alabama,7/3/2021,AL,0
30,Alabama,7/2/2022,AL,0
30,Alaska,1/23/2021,AK,0
30,Alaska,12/25/2021,AK,0
30,Arizona,4/23/2022,AZ,0
30,Arkansas,6/4/2022,AR,0
30,Colorado,6/26/2021,CO,0
30,Colorado,7/10/2021,CO,0
30,Colorado,10/15/2022,CO,0
30,Connecticut,9/10/2022,CT,0
30,Connecticut,9/17/2022,CT,0
30,Delaware,10/2/2021,DE,0
30,District of Columbia,1/2/2021,DC,0
30,Hawaii,1/29/2022,HI,0
30,Idaho,8/20/2022,ID,0
30,Indiana,6/18/2022,IN,0
30,Iowa,9/11/2021,IA,0
30,Kentucky,5/16/2020,KY,0
30,Kentucky,6/27/2020,KY,0
30,Kentucky,7/4/2020,KY,0
30,Kentucky,7/2/2022,KY,0
30,Louisiana,12/25/2021,LA,0
30,Louisiana,9/24/2022,LA,0
30,Maine,10/8/2022,ME,0
30,Maryland,6/26/2021,MD,0
30,Massachusetts,10/10/2020,MA,0
30,Mississippi,5/29/2021,MS,0
30,Mississippi,12/11/2021,MS,0
30,Montana,4/3/2021,MT,0
30,Montana,1/22/2022,MT,0
30,Nebraska,2/27/2021,NE,0
30,Nevada,7/4/2020,NV,0
30,Nevada,7/3/2021,NV,0
30,New Mexico,7/11/2020,NM,0
30,New Mexico,8/8/2020,NM,0
30,New Mexico,8/15/2020,NM,0
30,New Mexico,8/13/2022,NM,0
30,North Carolina,4/4/2020,NC,0
30,Oklahoma,7/18/2020,OK,0
30,Oklahoma,7/23/2022,OK,0
30,Oregon,8/8/2020,OR,0
30,Oregon,8/22/2020,OR,0
30,Oregon,11/14/2020,OR,0
30,Oregon,5/8/2021,OR,0
30,Oregon,8/7/2021,OR,0
30,Puerto Rico,10/15/2022,PR,0
30,Rhode Island,9/5/2020,RI,0
30,Rhode Island,3/13/2021,RI,0
30,South Dakota,10/3/2020,SD,0
30,South Dakota,1/1/2022,SD,0
30,South Dakota,2/26/2022,SD,0
30,Tennessee,6/19/2021,TN,0
30,Utah,2/20/2021,UT,0
30,Virginia,7/3/2021,VA,0
30,Virginia,8/7/2021,VA,0
30,West Virginia,5/15/2021,WV,0
30,West Virginia,5/28/2022,WV,0
30,Wisconsin,7/24/2021,WI,0
30,Wisconsin,9/24/2022,WI,0
30,Wyoming,12/19/2020,WY,0
30,Wyoming,12/18/2021,WY,0
29,Alabama,6/26/2021,AL,0
29,Alaska,10/8/2022,AK,0
29,Arizona,5/21/2022,AZ,0
29,Colorado,6/12/2021,CO,0
29,Colorado,8/27/2022,CO,0
29,Connecticut,3/28/2020,CT,0
29,Connecticut,8/21/2021,CT,0
29,Connecticut,9/11/2021,CT,0
29,Delaware,12/5/2020,DE,0
29,Delaware,12/25/2021,DE,0
29,Hawaii,10/16/2021,HI,0
29,Hawaii,2/26/2022,HI,0
29,Indiana,5/7/2022,IN,0
29,Kansas,8/1/2020,KS,0
29,Kansas,9/5/2020,KS,0
29,Kansas,4/3/2021,KS,0
29,Kansas,2/26/2022,KS,0
29,Kentucky,6/19/2021,KY,0
29,Louisiana,5/7/2022,LA,0
29,Maryland,4/16/2022,MD,0
29,Maryland,4/30/2022,MD,0
29,Massachusetts,6/12/2021,MA,0
29,Mississippi,5/8/2021,MS,0
29,Montana,1/15/2022,MT,0
29,Nebraska,5/2/2020,NE,0
29,Nebraska,6/20/2020,NE,0
29,New Jersey,7/10/2021,NJ,0
29,North Carolina,5/14/2022,NC,0
29,North Dakota,1/16/2021,ND,0
29,North Dakota,1/23/2021,ND,0
29,North Dakota,11/6/2021,ND,0
29,Ohio,7/10/2021,OH,0
29,Ohio,4/23/2022,OH,0
29,Oklahoma,6/19/2021,OK,0
29,Oklahoma,6/26/2021,OK,0
29,Oregon,7/25/2020,OR,0
29,Oregon,10/3/2020,OR,0
29,Oregon,10/8/2022,OR,0
29,Puerto Rico,5/29/2021,PR,0
29,Puerto Rico,8/7/2021,PR,0
29,Puerto Rico,3/5/2022,PR,0
29,Rhode Island,8/1/2020,RI,0
29,Rhode Island,3/27/2021,RI,0
29,South Dakota,10/17/2020,SD,0
29,South Dakota,10/23/2021,SD,0
29,Tennessee,5/9/2020,TN,0
29,Utah,12/25/2021,UT,0
29,Virginia,5/21/2022,VA,0
29,West Virginia,8/15/2020,WV,0
29,West Virginia,4/23/2022,WV,0
29,West Virginia,6/4/2022,WV,0
29,Wisconsin,8/20/2022,WI,0
29,Wyoming,2/26/2022,WY,0
28,Alabama,6/11/2022,AL,0
28,Alabama,10/22/2022,AL,0
28,Alaska,3/5/2022,AK,0
28,Arizona,6/18/2022,AZ,0
28,Arkansas,5/21/2022,AR,0
28,Arkansas,9/3/2022,AR,0
28,Arkansas,9/10/2022,AR,0
28,Colorado,7/11/2020,CO,0
28,Colorado,9/12/2020,CO,0
28,Colorado,3/6/2021,CO,0
28,Colorado,5/7/2022,CO,0
28,Connecticut,10/23/2021,CT,0
28,Connecticut,4/2/2022,CT,0
28,Delaware,2/6/2021,DE,0
28,Delaware,11/6/2021,DE,0
28,Delaware,9/3/2022,DE,0
28,District of Columbia,6/13/2020,DC,0
28,District of Columbia,1/15/2022,DC,0
28,Idaho,8/14/2021,ID,0
28,Iowa,9/10/2022,IA,0
28,Iowa,10/15/2022,IA,0
28,Iowa,10/22/2022,IA,0
28,Kansas,4/17/2021,KS,0
28,Kansas,5/14/2022,KS,0
28,Kentucky,6/13/2020,KY,0
28,Kentucky,7/25/2020,KY,0
28,Louisiana,4/30/2022,LA,0
28,Maryland,5/21/2022,MD,0
28,Massachusetts,7/17/2021,MA,0
28,Massachusetts,4/9/2022,MA,0
28,Mississippi,6/12/2021,MS,0
28,Mississippi,12/18/2021,MS,0
28,Mississippi,9/3/2022,MS,0
28,Montana,8/28/2021,MT,0
28,Montana,9/4/2021,MT,0
28,Nebraska,10/3/2020,NE,0
28,Nebraska,9/4/2021,NE,0
28,Nevada,3/19/2022,NV,0
28,Nevada,5/7/2022,NV,0
28,New Hampshire,6/27/2020,NH,0
28,New Hampshire,3/5/2022,NH,0
28,New Hampshire,4/9/2022,NH,0
28,New Mexico,5/8/2021,NM,0
28,New Mexico,10/8/2022,NM,0
28,Oklahoma,4/17/2021,OK,0
28,Oklahoma,10/1/2022,OK,0
28,Oregon,10/10/2020,OR,0
28,Oregon,9/24/2022,OR,0
28,Puerto Rico,10/31/2020,PR,0
28,Puerto Rico,4/10/2021,PR,0
28,Rhode Island,12/25/2021,RI,0
28,South Dakota,2/27/2021,SD,0
28,Utah,5/15/2021,UT,0
28,West Virginia,8/6/2022,WV,0
28,West Virginia,9/10/2022,WV,0
28,Wisconsin,7/17/2021,WI,0
28,Wisconsin,4/9/2022,WI,0
28,Wisconsin,7/9/2022,WI,0
28,Wisconsin,9/10/2022,WI,0
28,Wyoming,2/6/2021,WY,0
27,Alabama,4/30/2022,AL,0
27,Alabama,5/14/2022,AL,0
27,Alabama,7/9/2022,AL,0
27,Alabama,10/1/2022,AL,0
27,Alaska,10/30/2021,AK,0
27,Alaska,2/19/2022,AK,0
27,Arkansas,7/4/2020,AR,0
27,Colorado,9/19/2020,CO,0
27,Delaware,6/6/2020,DE,0
27,Delaware,11/28/2020,DE,0
27,Delaware,2/13/2021,DE,0
27,Delaware,10/30/2021,DE,0
27,Idaho,7/25/2020,ID,0
27,Idaho,10/10/2020,ID,0
27,Idaho,4/10/2021,ID,0
27,Indiana,7/2/2022,IN,0
27,Iowa,7/11/2020,IA,0
27,Kansas,11/20/2021,KS,0
27,Louisiana,7/10/2021,LA,0
27,Louisiana,11/27/2021,LA,0
27,Louisiana,7/2/2022,LA,0
27,Maine,12/26/2020,ME,0
27,Maine,10/23/2021,ME,0
27,Maryland,8/7/2021,MD,0
27,Massachusetts,10/3/2020,MA,0
27,Minnesota,5/7/2022,MN,0
27,Minnesota,8/6/2022,MN,0
27,Mississippi,7/23/2022,MS,0
27,Mississippi,9/10/2022,MS,0
27,Missouri,5/14/2022,MO,0
27,Nebraska,6/13/2020,NE,0
27,Nebraska,9/26/2020,NE,0
27,Nevada,5/21/2022,NV,0
27,Oklahoma,4/4/2020,OK,0
27,Pennsylvania,7/31/2021,PA,0
27,Puerto Rico,3/6/2021,PR,0
27,Puerto Rico,10/8/2022,PR,0
27,Rhode Island,10/31/2020,RI,0
27,South Carolina,7/24/2021,SC,0
27,South Carolina,7/31/2021,SC,0
27,South Dakota,3/12/2022,SD,0
27,Tennessee,6/5/2021,TN,0
27,Utah,7/11/2020,UT,0
27,Utah,3/13/2021,UT,0
27,Utah,3/27/2021,UT,0
27,Utah,9/4/2021,UT,0
27,Utah,3/5/2022,UT,0
27,Wyoming,11/7/2020,WY,0
26,Alaska,9/17/2022,AK,0
26,Connecticut,5/29/2021,CT,0
26,Connecticut,11/6/2021,CT,0
26,Connecticut,6/11/2022,CT,0
26,Connecticut,8/13/2022,CT,0
26,Delaware,10/31/2020,DE,0
26,District of Columbia,4/11/2020,DC,0
26,Hawaii,10/24/2020,HI,0
26,Hawaii,9/4/2021,HI,0
26,Idaho,9/19/2020,ID,0
26,Indiana,3/28/2020,IN,0
26,Indiana,6/26/2021,IN,0
26,Indiana,7/17/2021,IN,0
26,Indiana,4/16/2022,IN,0
26,Iowa,4/17/2021,IA,0
26,Iowa,9/17/2022,IA,0
26,Iowa,10/1/2022,IA,0
26,Kansas,4/11/2020,KS,0
26,Kansas,8/15/2020,KS,0
26,Kansas,3/20/2021,KS,0
26,Louisiana,4/23/2022,LA,0
26,Maine,8/6/2022,ME,0
26,Maryland,7/24/2021,MD,0
26,Massachusetts,7/24/2021,MA,0
