state,USPS,datew,incidH,date
Indiana,IN,2021-04-03,3310,2021-04-03
Indiana,IN,2021-04-10,3766,2021-04-10
Indiana,IN,2021-04-17,4476,2021-04-17
Indiana,IN,2021-04-24,4612,2021-04-24
Indiana,IN,2021-05-01,4806,2021-05-01
Indiana,IN,2021-05-08,5041,2021-05-08
Indiana,IN,2021-05-15,4553,2021-05-15
Indiana,IN,2021-05-22,4140,2021-05-22
Indiana,IN,2021-05-29,3877,2021-05-29
Indiana,IN,2021-06-05,3160,2021-06-05
Indiana,IN,2021-06-12,2584,2021-06-12
Indiana,IN,2021-06-19,2097,2021-06-19
Indiana,IN,2021-06-26,1672,2021-06-26
Indiana,IN,2021-07-03,1517,2021-07-03
Indiana,IN,2021-07-10,1590,2021-07-10
Indiana,IN,2021-07-17,1954,2021-07-17
Indiana,IN,2021-07-24,2573,2021-07-24
Indiana,IN,2021-07-31,3942,2021-07-31
Indiana,IN,2021-08-07,5372,2021-08-07
Indiana,IN,2021-08-14,7624,2021-08-14
Indiana,IN,2021-08-21,9935,2021-08-21
Indiana,IN,2021-08-28,12420,2021-08-28
Indiana,IN,2021-09-04,14323,2021-09-04
Indiana,IN,2021-09-11,15725,2021-09-11
Indiana,IN,2021-09-18,16174,2021-09-18
Indiana,IN,2021-09-25,14891,2021-09-25
Indiana,IN,2021-10-02,12781,2021-10-02
Indiana,IN,2021-10-09,11348,2021-10-09
Indiana,IN,2021-10-16,10101,2021-10-16
Indiana,IN,2021-10-23,8978,2021-10-23
Indiana,IN,2021-10-30,7976,2021-10-30
Indiana,IN,2021-11-06,7630,2021-11-06
Indiana,IN,2021-11-13,7896,2021-11-13
Indiana,IN,2021-11-20,9523,2021-11-20
Indiana,IN,2021-11-27,11860,2021-11-27
Indiana,IN,2021-12-04,14678,2021-12-04
Indiana,IN,2021-12-11,17525,2021-12-11
Indiana,IN,2021-12-18,19362,2021-12-18
Indiana,IN,2021-12-25,19132,2021-12-25
Indiana,IN,2022-01-01,19546,2022-01-01
Indiana,IN,2022-01-08,21228,2022-01-08
Indiana,IN,2022-01-15,22315,2022-01-15
Indiana,IN,2022-01-22,21705,2022-01-22
Indiana,IN,2022-01-29,19126,2022-01-29
Indiana,IN,2022-02-05,16347,2022-02-05
Indiana,IN,2022-02-12,12740,2022-02-12
Indiana,IN,2022-02-19,9013,2022-02-19
Indiana,IN,2022-02-26,5825,2022-02-26
Indiana,IN,2022-03-05,3934,2022-03-05
Indiana,IN,2022-03-12,2734,2022-03-12
Indiana,IN,2022-03-19,1992,2022-03-19
Indiana,IN,2022-03-26,1566,2022-03-26
Indiana,IN,2022-04-02,1245,2022-04-02
Indiana,IN,2022-04-09,912,2022-04-09
Indiana,IN,2022-04-16,946,2022-04-16
Indiana,IN,2022-04-23,918,2022-04-23
Indiana,IN,2022-04-30,1079,2022-04-30
Indiana,IN,2022-05-07,1216,2022-05-07
Indiana,IN,2022-05-14,1477,2022-05-14
Indiana,IN,2022-05-21,1674,2022-05-21
Indiana,IN,2022-05-28,2072,2022-05-28
Indiana,IN,2022-06-04,2564,2022-06-04
Indiana,IN,2022-06-11,2678,2022-06-11
Indiana,IN,2022-06-18,2521,2022-06-18
Indiana,IN,2022-06-25,2710,2022-06-25
Indiana,IN,2022-07-02,3131,2022-07-02
Indiana,IN,2022-07-09,3444,2022-07-09
Indiana,IN,2022-07-16,3869,2022-07-16
Indiana,IN,2022-07-23,4386,2022-07-23
Indiana,IN,2022-07-30,4835,2022-07-30
Indiana,IN,2022-08-06,4846,2022-08-06
Indiana,IN,2022-08-13,4865,2022-08-13
Indiana,IN,2022-08-20,4704,2022-08-20
Indiana,IN,2022-08-27,4740,2022-08-27
Indiana,IN,2022-09-03,4450,2022-09-03
Indiana,IN,2022-09-10,3692,2022-09-10
Indiana,IN,2022-09-17,3171,2022-09-17
Indiana,IN,2022-09-24,2747,2022-09-24
Indiana,IN,2022-10-01,2166,2022-10-01
Indiana,IN,2022-10-08,1944,2022-10-08
Indiana,IN,2022-10-15,2004,2022-10-15
Indiana,IN,2022-10-22,2061,2022-10-22
Indiana,IN,2022-10-29,2382,2022-10-29
Indiana,IN,2022-11-05,2461,2022-11-05
Indiana,IN,2022-11-12,2554,2022-11-12
Indiana,IN,2022-11-19,2497,2022-11-19
Indiana,IN,2022-11-26,2766,2022-11-26
Indiana,IN,2022-12-03,3699,2022-12-03
Indiana,IN,2022-12-10,4118,2022-12-10
Indiana,IN,2022-12-17,4591,2022-12-17
Indiana,IN,2022-12-24,4498,2022-12-24
Indiana,IN,2022-12-31,4638,2022-12-31
Indiana,IN,2023-01-07,4454,2023-01-07
Indiana,IN,2023-01-14,3455,2023-01-14
Indiana,IN,2023-01-21,2699,2023-01-21
Indiana,IN,2023-01-28,2401,2023-01-28
Indiana,IN,2023-02-04,2053,2023-02-04
Indiana,IN,2023-02-11,2054,2023-02-11
Indiana,IN,2023-02-18,2248,2023-02-18
Indiana,IN,2023-02-25,2233,2023-02-25
Indiana,IN,2023-03-04,2356,2023-03-04
Indiana,IN,2023-03-11,2184,2023-03-11
Indiana,IN,2023-03-18,616,2023-03-18
Iowa,IA,2020-03-07,0,2020-03-07
Iowa,IA,2020-03-14,0,2020-03-14
Iowa,IA,2020-03-21,0,2020-03-21
Iowa,IA,2020-03-28,0,2020-03-28
Iowa,IA,2020-04-04,0,2020-04-04
Iowa,IA,2020-04-11,267,2020-04-11
Iowa,IA,2020-04-18,737,2020-04-18
Iowa,IA,2020-04-25,95,2020-04-25
Iowa,IA,2020-05-02,48,2020-05-02
Iowa,IA,2020-05-09,390,2020-05-09
Iowa,IA,2020-05-16,434,2020-05-16
Iowa,IA,2020-05-23,439,2020-05-23
Iowa,IA,2020-05-30,192,2020-05-30
Iowa,IA,2020-06-06,27,2020-06-06
Iowa,IA,2020-06-13,86,2020-06-13
Iowa,IA,2020-06-20,131,2020-06-20
Iowa,IA,2020-06-27,239,2020-06-27
Iowa,IA,2020-07-04,155,2020-07-04
Iowa,IA,2020-07-11,292,2020-07-11
Iowa,IA,2020-07-18,912,2020-07-18
Iowa,IA,2020-07-25,1543,2020-07-25
Iowa,IA,2020-08-01,1676,2020-08-01
Iowa,IA,2020-08-08,1649,2020-08-08
Iowa,IA,2020-08-15,1746,2020-08-15
Iowa,IA,2020-08-22,1979,2020-08-22
Iowa,IA,2020-08-29,2143,2020-08-29
Iowa,IA,2020-09-05,2184,2020-09-05
Iowa,IA,2020-09-12,2115,2020-09-12
Iowa,IA,2020-09-19,1931,2020-09-19
Iowa,IA,2020-09-26,2176,2020-09-26
Iowa,IA,2020-10-03,2727,2020-10-03
Iowa,IA,2020-10-10,3025,2020-10-10
Iowa,IA,2020-10-17,3258,2020-10-17
Iowa,IA,2020-10-24,3669,2020-10-24
Iowa,IA,2020-10-31,4217,2020-10-31
Iowa,IA,2020-11-07,5913,2020-11-07
Iowa,IA,2020-11-14,8303,2020-11-14
Iowa,IA,2020-11-21,10125,2020-11-21
Iowa,IA,2020-11-28,8875,2020-11-28
Iowa,IA,2020-12-05,7528,2020-12-05
Iowa,IA,2020-12-12,5956,2020-12-12
Iowa,IA,2020-12-19,5084,2020-12-19
Iowa,IA,2020-12-26,4254,2020-12-26
Iowa,IA,2021-01-02,4134,2021-01-02
Iowa,IA,2021-01-09,4042,2021-01-09
Iowa,IA,2021-01-16,3671,2021-01-16
Iowa,IA,2021-01-23,3169,2021-01-23
Iowa,IA,2021-01-30,2715,2021-01-30
Iowa,IA,2021-02-06,2497,2021-02-06
Iowa,IA,2021-02-13,1921,2021-02-13
Iowa,IA,2021-02-20,1692,2021-02-20
Iowa,IA,2021-02-27,1482,2021-02-27
Iowa,IA,2021-03-06,1294,2021-03-06
Iowa,IA,2021-03-13,1194,2021-03-13
Iowa,IA,2021-03-20,1187,2021-03-20
Iowa,IA,2021-03-27,1351,2021-03-27
Iowa,IA,2021-04-03,1370,2021-04-03
Iowa,IA,2021-04-10,1516,2021-04-10
Iowa,IA,2021-04-17,1534,2021-04-17
Iowa,IA,2021-04-24,1487,2021-04-24
Iowa,IA,2021-05-01,1290,2021-05-01
Iowa,IA,2021-05-08,1282,2021-05-08
Iowa,IA,2021-05-15,1093,2021-05-15
Iowa,IA,2021-05-22,963,2021-05-22
Iowa,IA,2021-05-29,803,2021-05-29
Iowa,IA,2021-06-05,637,2021-06-05
Iowa,IA,2021-06-12,558,2021-06-12
Iowa,IA,2021-06-19,527,2021-06-19
Iowa,IA,2021-06-26,406,2021-06-26
Iowa,IA,2021-07-03,492,2021-07-03
Iowa,IA,2021-07-10,549,2021-07-10
Iowa,IA,2021-07-17,541,2021-07-17
Iowa,IA,2021-07-24,763,2021-07-24
Iowa,IA,2021-07-31,1079,2021-07-31
Iowa,IA,2021-08-07,1521,2021-08-07
Iowa,IA,2021-08-14,2360,2021-08-14
Iowa,IA,2021-08-21,2845,2021-08-21
Iowa,IA,2021-08-28,3487,2021-08-28
Iowa,IA,2021-09-04,3789,2021-09-04
Iowa,IA,2021-09-11,3847,2021-09-11
Iowa,IA,2021-09-18,3965,2021-09-18
Iowa,IA,2021-09-25,4438,2021-09-25
Iowa,IA,2021-10-02,4410,2021-10-02
Iowa,IA,2021-10-09,4234,2021-10-09
Iowa,IA,2021-10-16,4100,2021-10-16
Iowa,IA,2021-10-23,3820,2021-10-23
Iowa,IA,2021-10-30,3544,2021-10-30
Iowa,IA,2021-11-06,3306,2021-11-06
Iowa,IA,2021-11-13,3554,2021-11-13
Iowa,IA,2021-11-20,3876,2021-11-20
Iowa,IA,2021-11-27,4284,2021-11-27
Iowa,IA,2021-12-04,5049,2021-12-04
Iowa,IA,2021-12-11,5468,2021-12-11
Iowa,IA,2021-12-18,5745,2021-12-18
Iowa,IA,2021-12-25,5208,2021-12-25
Iowa,IA,2022-01-01,5173,2022-01-01
Iowa,IA,2022-01-08,5858,2022-01-08
Iowa,IA,2022-01-15,6628,2022-01-15
Iowa,IA,2022-01-22,6787,2022-01-22
Iowa,IA,2022-01-29,6404,2022-01-29
Iowa,IA,2022-02-05,5331,2022-02-05
Iowa,IA,2022-02-12,4166,2022-02-12
Iowa,IA,2022-02-19,2793,2022-02-19
Iowa,IA,2022-02-26,2030,2022-02-26
Iowa,IA,2022-03-05,1341,2022-03-05
Iowa,IA,2022-03-12,1022,2022-03-12
Iowa,IA,2022-03-19,707,2022-03-19
Iowa,IA,2022-03-26,509,2022-03-26
Iowa,IA,2022-04-02,461,2022-04-02
Iowa,IA,2022-04-09,397,2022-04-09
Iowa,IA,2022-04-16,432,2022-04-16
Iowa,IA,2022-04-23,442,2022-04-23
Iowa,IA,2022-04-30,540,2022-04-30
Iowa,IA,2022-05-07,611,2022-05-07
Iowa,IA,2022-05-14,843,2022-05-14
Iowa,IA,2022-05-21,971,2022-05-21
Iowa,IA,2022-05-28,983,2022-05-28
Iowa,IA,2022-06-04,1170,2022-06-04
Iowa,IA,2022-06-11,1148,2022-06-11
Iowa,IA,2022-06-18,1187,2022-06-18
Iowa,IA,2022-06-25,1226,2022-06-25
Iowa,IA,2022-07-02,1228,2022-07-02
Iowa,IA,2022-07-09,1361,2022-07-09
Iowa,IA,2022-07-16,1594,2022-07-16
Iowa,IA,2022-07-23,1821,2022-07-23
Iowa,IA,2022-07-30,1795,2022-07-30
Iowa,IA,2022-08-06,2111,2022-08-06
Iowa,IA,2022-08-13,2032,2022-08-13
Iowa,IA,2022-08-20,1750,2022-08-20
Iowa,IA,2022-08-27,1849,2022-08-27
Iowa,IA,2022-09-03,1764,2022-09-03
Iowa,IA,2022-09-10,1795,2022-09-10
Iowa,IA,2022-09-17,1598,2022-09-17
Iowa,IA,2022-09-24,1376,2022-09-24
Iowa,IA,2022-10-01,1236,2022-10-01
Iowa,IA,2022-10-08,1208,2022-10-08
Iowa,IA,2022-10-15,1139,2022-10-15
Iowa,IA,2022-10-22,904,2022-10-22
Iowa,IA,2022-10-29,981,2022-10-29
Iowa,IA,2022-11-05,1096,2022-11-05
Iowa,IA,2022-11-12,1211,2022-11-12
Iowa,IA,2022-11-19,1021,2022-11-19
Iowa,IA,2022-11-26,1103,2022-11-26
Iowa,IA,2022-12-03,1555,2022-12-03
Iowa,IA,2022-12-10,1735,2022-12-10
Iowa,IA,2022-12-17,1850,2022-12-17
Iowa,IA,2022-12-24,1848,2022-12-24
Iowa,IA,2022-12-31,1743,2022-12-31
Iowa,IA,2023-01-07,1694,2023-01-07
Iowa,IA,2023-01-14,1586,2023-01-14
Iowa,IA,2023-01-21,1262,2023-01-21
Iowa,IA,2023-01-28,988,2023-01-28
Iowa,IA,2023-02-04,857,2023-02-04
Iowa,IA,2023-02-11,795,2023-02-11
Iowa,IA,2023-02-18,931,2023-02-18
Iowa,IA,2023-02-25,993,2023-02-25
Iowa,IA,2023-03-04,1154,2023-03-04
Iowa,IA,2023-03-11,1050,2023-03-11
Iowa,IA,2023-03-18,303,2023-03-18
Kansas,KS,2020-02-01,0,2020-02-01
Kansas,KS,2020-02-08,0,2020-02-08
Kansas,KS,2020-02-15,0,2020-02-15
Kansas,KS,2020-02-22,0,2020-02-22
Kansas,KS,2020-02-29,0,2020-02-29
Kansas,KS,2020-03-07,0,2020-03-07
Kansas,KS,2020-03-14,0,2020-03-14
Kansas,KS,2020-03-21,0,2020-03-21
Kansas,KS,2020-03-28,0,2020-03-28
Kansas,KS,2020-04-04,0,2020-04-04
Kansas,KS,2020-04-11,0,2020-04-11
Kansas,KS,2020-04-18,0,2020-04-18
Kansas,KS,2020-04-25,0,2020-04-25
Kansas,KS,2020-05-02,0,2020-05-02
Kansas,KS,2020-05-09,0,2020-05-09
Kansas,KS,2020-05-16,0,2020-05-16
Kansas,KS,2020-05-23,0,2020-05-23
Kansas,KS,2020-05-30,0,2020-05-30
Kansas,KS,2020-06-06,0,2020-06-06
Kansas,KS,2020-06-13,0,2020-06-13
Kansas,KS,2020-06-20,0,2020-06-20
Kansas,KS,2020-06-27,0,2020-06-27
Kansas,KS,2020-07-04,0,2020-07-04
Kansas,KS,2020-07-11,0,2020-07-11
Kansas,KS,2020-07-18,667,2020-07-18
Kansas,KS,2020-07-25,1460,2020-07-25
Kansas,KS,2020-08-01,1756,2020-08-01
Kansas,KS,2020-08-08,1553,2020-08-08
Kansas,KS,2020-08-15,1307,2020-08-15
Kansas,KS,2020-08-22,1396,2020-08-22
Kansas,KS,2020-08-29,1434,2020-08-29
Kansas,KS,2020-09-05,1514,2020-09-05
Kansas,KS,2020-09-12,1487,2020-09-12
Kansas,KS,2020-09-19,1444,2020-09-19
Kansas,KS,2020-09-26,1748,2020-09-26
Kansas,KS,2020-10-03,2030,2020-10-03
Kansas,KS,2020-10-10,2411,2020-10-10
Kansas,KS,2020-10-17,2601,2020-10-17
Kansas,KS,2020-10-24,2878,2020-10-24
Kansas,KS,2020-10-31,3070,2020-10-31
Kansas,KS,2020-11-07,3922,2020-11-07
Kansas,KS,2020-11-14,5188,2020-11-14
Kansas,KS,2020-11-21,6867,2020-11-21
Kansas,KS,2020-11-28,7538,2020-11-28
Kansas,KS,2020-12-05,7688,2020-12-05
Kansas,KS,2020-12-12,7488,2020-12-12
Kansas,KS,2020-12-19,7307,2020-12-19
Kansas,KS,2020-12-26,6778,2020-12-26
Kansas,KS,2021-01-02,6396,2021-01-02
Kansas,KS,2021-01-09,6568,2021-01-09
Kansas,KS,2021-01-16,6183,2021-01-16
Kansas,KS,2021-01-23,5231,2021-01-23
Kansas,KS,2021-01-30,4473,2021-01-30
Kansas,KS,2021-02-06,3800,2021-02-06
Kansas,KS,2021-02-13,3048,2021-02-13
Kansas,KS,2021-02-20,2538,2021-02-20
Kansas,KS,2021-02-27,2255,2021-02-27
Kansas,KS,2021-03-06,1705,2021-03-06
Kansas,KS,2021-03-13,1408,2021-03-13
Kansas,KS,2021-03-20,1238,2021-03-20
Kansas,KS,2021-03-27,1133,2021-03-27
Kansas,KS,2021-04-03,1022,2021-04-03
Kansas,KS,2021-04-10,1021,2021-04-10
Kansas,KS,2021-04-17,1080,2021-04-17
Kansas,KS,2021-04-24,1099,2021-04-24
Kansas,KS,2021-05-01,1371,2021-05-01
Kansas,KS,2021-05-08,1128,2021-05-08
Kansas,KS,2021-05-15,1017,2021-05-15
Kansas,KS,2021-05-22,1015,2021-05-22
Kansas,KS,2021-05-29,931,2021-05-29
Kansas,KS,2021-06-05,802,2021-06-05
Kansas,KS,2021-06-12,698,2021-06-12
Kansas,KS,2021-06-19,849,2021-06-19
Kansas,KS,2021-06-26,974,2021-06-26
Kansas,KS,2021-07-03,899,2021-07-03
Kansas,KS,2021-07-10,1041,2021-07-10
Kansas,KS,2021-07-17,1717,2021-07-17
Kansas,KS,2021-07-24,2406,2021-07-24
Kansas,KS,2021-07-31,2901,2021-07-31
Kansas,KS,2021-08-07,3397,2021-08-07
Kansas,KS,2021-08-14,4221,2021-08-14
Kansas,KS,2021-08-21,4864,2021-08-21
Kansas,KS,2021-08-28,5091,2021-08-28
Kansas,KS,2021-09-04,5107,2021-09-04
Kansas,KS,2021-09-11,4914,2021-09-11
Kansas,KS,2021-09-18,4551,2021-09-18
Kansas,KS,2021-09-25,4200,2021-09-25
Kansas,KS,2021-10-02,3812,2021-10-02
Kansas,KS,2021-10-09,3431,2021-10-09
Kansas,KS,2021-10-16,3145,2021-10-16
Kansas,KS,2021-10-23,2900,2021-10-23
Kansas,KS,2021-10-30,2873,2021-10-30
Kansas,KS,2021-11-06,2663,2021-11-06
Kansas,KS,2021-11-13,2724,2021-11-13
Kansas,KS,2021-11-20,3056,2021-11-20
Kansas,KS,2021-11-27,3292,2021-11-27
Kansas,KS,2021-12-04,4093,2021-12-04
Kansas,KS,2021-12-11,4661,2021-12-11
Kansas,KS,2021-12-18,5075,2021-12-18
Kansas,KS,2021-12-25,5221,2021-12-25
Kansas,KS,2022-01-01,5758,2022-01-01
Kansas,KS,2022-01-08,6718,2022-01-08
Kansas,KS,2022-01-15,8015,2022-01-15
Kansas,KS,2022-01-22,8612,2022-01-22
Kansas,KS,2022-01-29,8201,2022-01-29
Kansas,KS,2022-02-05,7092,2022-02-05
Kansas,KS,2022-02-12,5571,2022-02-12
Kansas,KS,2022-02-19,3952,2022-02-19
Kansas,KS,2022-02-26,3084,2022-02-26
Kansas,KS,2022-03-05,2247,2022-03-05
Kansas,KS,2022-03-12,1441,2022-03-12
Kansas,KS,2022-03-19,1124,2022-03-19
Kansas,KS,2022-03-26,866,2022-03-26
Kansas,KS,2022-04-02,751,2022-04-02
Kansas,KS,2022-04-09,623,2022-04-09
Kansas,KS,2022-04-16,550,2022-04-16
Kansas,KS,2022-04-23,379,2022-04-23
Kansas,KS,2022-04-30,417,2022-04-30
Kansas,KS,2022-05-07,383,2022-05-07
Kansas,KS,2022-05-14,452,2022-05-14
Kansas,KS,2022-05-21,468,2022-05-21
Kansas,KS,2022-05-28,528,2022-05-28
Kansas,KS,2022-06-04,671,2022-06-04
Kansas,KS,2022-06-11,826,2022-06-11
Kansas,KS,2022-06-18,979,2022-06-18
Kansas,KS,2022-06-25,1090,2022-06-25
Kansas,KS,2022-07-02,1261,2022-07-02
Kansas,KS,2022-07-09,1445,2022-07-09
Kansas,KS,2022-07-16,1572,2022-07-16
Kansas,KS,2022-07-23,1747,2022-07-23
Kansas,KS,2022-07-30,1769,2022-07-30
Kansas,KS,2022-08-06,1813,2022-08-06
Kansas,KS,2022-08-13,1663,2022-08-13
Kansas,KS,2022-08-20,1550,2022-08-20
Kansas,KS,2022-08-27,1488,2022-08-27
Kansas,KS,2022-09-03,1439,2022-09-03
Kansas,KS,2022-09-10,1309,2022-09-10
Kansas,KS,2022-09-17,1230,2022-09-17
Kansas,KS,2022-09-24,1264,2022-09-24
Kansas,KS,2022-10-01,1154,2022-10-01
Kansas,KS,2022-10-08,1043,2022-10-08
Kansas,KS,2022-10-15,987,2022-10-15
Kansas,KS,2022-10-22,931,2022-10-22
Kansas,KS,2022-10-29,1101,2022-10-29
Kansas,KS,2022-11-05,1056,2022-11-05
Kansas,KS,2022-11-12,1120,2022-11-12
Kansas,KS,2022-11-19,1079,2022-11-19
Kansas,KS,2022-11-26,1209,2022-11-26
Kansas,KS,2022-12-03,1675,2022-12-03
Kansas,KS,2022-12-10,1920,2022-12-10
Kansas,KS,2022-12-17,1775,2022-12-17
Kansas,KS,2022-12-24,1868,2022-12-24
Kansas,KS,2022-12-31,1880,2022-12-31
Kansas,KS,2023-01-07,1918,2023-01-07
Kansas,KS,2023-01-14,1528,2023-01-14
Kansas,KS,2023-01-21,1321,2023-01-21
Kansas,KS,2023-01-28,1192,2023-01-28
Kansas,KS,2023-02-04,1083,2023-02-04
Kansas,KS,2023-02-11,1133,2023-02-11
Kansas,KS,2023-02-18,1107,2023-02-18
Kansas,KS,2023-02-25,1055,2023-02-25
Kansas,KS,2023-03-04,1192,2023-03-04
Kansas,KS,2023-03-11,979,2023-03-11
Kansas,KS,2023-03-18,254,2023-03-18
Kentucky,KY,2020-03-07,0,2020-03-07
Kentucky,KY,2020-03-14,0,2020-03-14
Kentucky,KY,2020-03-21,0,2020-03-21
Kentucky,KY,2020-03-28,0,2020-03-28
Kentucky,KY,2020-04-04,0,2020-04-04
Kentucky,KY,2020-04-11,0,2020-04-11
Kentucky,KY,2020-04-18,0,2020-04-18
Kentucky,KY,2020-04-25,0,2020-04-25
Kentucky,KY,2020-05-02,0,2020-05-02
Kentucky,KY,2020-05-09,0,2020-05-09
Kentucky,KY,2020-05-16,0,2020-05-16
Kentucky,KY,2020-05-23,0,2020-05-23
Kentucky,KY,2020-05-30,0,2020-05-30
Kentucky,KY,2020-06-06,0,2020-06-06
Kentucky,KY,2020-06-13,0,2020-06-13
Kentucky,KY,2020-06-20,0,2020-06-20
Kentucky,KY,2020-06-27,0,2020-06-27
Kentucky,KY,2020-07-04,0,2020-07-04
Kentucky,KY,2020-07-11,0,2020-07-11
Kentucky,KY,2020-07-18,75,2020-07-18
Kentucky,KY,2020-07-25,545,2020-07-25
Kentucky,KY,2020-08-01,2589,2020-08-01
Kentucky,KY,2020-08-08,2815,2020-08-08
Kentucky,KY,2020-08-15,3158,2020-08-15
Kentucky,KY,2020-08-22,3116,2020-08-22
Kentucky,KY,2020-08-29,3031,2020-08-29
Kentucky,KY,2020-09-05,2883,2020-09-05
Kentucky,KY,2020-09-12,2878,2020-09-12
Kentucky,KY,2020-09-19,2759,2020-09-19
Kentucky,KY,2020-09-26,2841,2020-09-26
Kentucky,KY,2020-10-03,3114,2020-10-03
Kentucky,KY,2020-10-10,3680,2020-10-10
Kentucky,KY,2020-10-17,4210,2020-10-17
Kentucky,KY,2020-10-24,4959,2020-10-24
Kentucky,KY,2020-10-31,6133,2020-10-31
Kentucky,KY,2020-11-07,7072,2020-11-07
Kentucky,KY,2020-11-14,8396,2020-11-14
Kentucky,KY,2020-11-21,10031,2020-11-21
Kentucky,KY,2020-11-28,11116,2020-11-28
Kentucky,KY,2020-12-05,11602,2020-12-05
Kentucky,KY,2020-12-12,11566,2020-12-12
Kentucky,KY,2020-12-19,11541,2020-12-19
Kentucky,KY,2020-12-26,10934,2020-12-26
Kentucky,KY,2021-01-02,11030,2021-01-02
Kentucky,KY,2021-01-09,11904,2021-01-09
Kentucky,KY,2021-01-16,11373,2021-01-16
Kentucky,KY,2021-01-23,10990,2021-01-23
Kentucky,KY,2021-01-30,10299,2021-01-30
Kentucky,KY,2021-02-06,8868,2021-02-06
Kentucky,KY,2021-02-13,7652,2021-02-13
Kentucky,KY,2021-02-20,6297,2021-02-20
Kentucky,KY,2021-02-27,5596,2021-02-27
Kentucky,KY,2021-03-06,4227,2021-03-06
Kentucky,KY,2021-03-13,3413,2021-03-13
Kentucky,KY,2021-03-20,2933,2021-03-20
Kentucky,KY,2021-03-27,2603,2021-03-27
Kentucky,KY,2021-04-03,2383,2021-04-03
Kentucky,KY,2021-04-10,2335,2021-04-10
Kentucky,KY,2021-04-17,2485,2021-04-17
Kentucky,KY,2021-04-24,2586,2021-04-24
Kentucky,KY,2021-05-01,2631,2021-05-01
Kentucky,KY,2021-05-08,2629,2021-05-08
Kentucky,KY,2021-05-15,2464,2021-05-15
Kentucky,KY,2021-05-22,2293,2021-05-22
Kentucky,KY,2021-05-29,2145,2021-05-29
Kentucky,KY,2021-06-05,1873,2021-06-05
Kentucky,KY,2021-06-12,1578,2021-06-12
Kentucky,KY,2021-06-19,1317,2021-06-19
Kentucky,KY,2021-06-26,1193,2021-06-26
Kentucky,KY,2021-07-03,1161,2021-07-03
Kentucky,KY,2021-07-10,1306,2021-07-10
Kentucky,KY,2021-07-17,1597,2021-07-17
Kentucky,KY,2021-07-24,2462,2021-07-24
Kentucky,KY,2021-07-31,3791,2021-07-31
Kentucky,KY,2021-08-07,5869,2021-08-07
Kentucky,KY,2021-08-14,8767,2021-08-14
Kentucky,KY,2021-08-21,11208,2021-08-21
Kentucky,KY,2021-08-28,13615,2021-08-28
Kentucky,KY,2021-09-04,15248,2021-09-04
Kentucky,KY,2021-09-11,16304,2021-09-11
Kentucky,KY,2021-09-18,16268,2021-09-18
Kentucky,KY,2021-09-25,14695,2021-09-25
Kentucky,KY,2021-10-02,12636,2021-10-02
Kentucky,KY,2021-10-09,10192,2021-10-09
Kentucky,KY,2021-10-16,8673,2021-10-16
Kentucky,KY,2021-10-23,7052,2021-10-23
Kentucky,KY,2021-10-30,5595,2021-10-30
Kentucky,KY,2021-11-06,4810,2021-11-06
Kentucky,KY,2021-11-13,4528,2021-11-13
Kentucky,KY,2021-11-20,4767,2021-11-20
Kentucky,KY,2021-11-27,5263,2021-11-27
Kentucky,KY,2021-12-04,6065,2021-12-04
Kentucky,KY,2021-12-11,7512,2021-12-11
Kentucky,KY,2021-12-18,8008,2021-12-18
Kentucky,KY,2021-12-25,7856,2021-12-25
Kentucky,KY,2022-01-01,9240,2022-01-01
Kentucky,KY,2022-01-08,11479,2022-01-08
Kentucky,KY,2022-01-15,13751,2022-01-15
Kentucky,KY,2022-01-22,15862,2022-01-22
Kentucky,KY,2022-01-29,17247,2022-01-29
Kentucky,KY,2022-02-05,16456,2022-02-05
Kentucky,KY,2022-02-12,14390,2022-02-12
Kentucky,KY,2022-02-19,11193,2022-02-19
Kentucky,KY,2022-02-26,8229,2022-02-26
Kentucky,KY,2022-03-05,5391,2022-03-05
Kentucky,KY,2022-03-12,3806,2022-03-12
Kentucky,KY,2022-03-19,2516,2022-03-19
Kentucky,KY,2022-03-26,1829,2022-03-26
Kentucky,KY,2022-04-02,1398,2022-04-02
Kentucky,KY,2022-04-09,1121,2022-04-09
Kentucky,KY,2022-04-16,902,2022-04-16
Kentucky,KY,2022-04-23,858,2022-04-23
Kentucky,KY,2022-04-30,860,2022-04-30
Kentucky,KY,2022-05-07,1004,2022-05-07
Kentucky,KY,2022-05-14,1149,2022-05-14
Kentucky,KY,2022-05-21,1409,2022-05-21
Kentucky,KY,2022-05-28,1743,2022-05-28
Kentucky,KY,2022-06-04,2013,2022-06-04
Kentucky,KY,2022-06-11,2481,2022-06-11
Kentucky,KY,2022-06-18,2607,2022-06-18
Kentucky,KY,2022-06-25,2804,2022-06-25
Kentucky,KY,2022-07-02,3069,2022-07-02
Kentucky,KY,2022-07-09,3597,2022-07-09
Kentucky,KY,2022-07-16,4139,2022-07-16
Kentucky,KY,2022-07-23,4517,2022-07-23
Kentucky,KY,2022-07-30,4763,2022-07-30
Kentucky,KY,2022-08-06,4816,2022-08-06
Kentucky,KY,2022-08-13,4698,2022-08-13
Kentucky,KY,2022-08-20,4583,2022-08-20
Kentucky,KY,2022-08-27,4585,2022-08-27
Kentucky,KY,2022-09-03,4559,2022-09-03
Kentucky,KY,2022-09-10,4373,2022-09-10
Kentucky,KY,2022-09-17,3588,2022-09-17
